,loss,root_mean_squared_error,mean_absolute_error,val_loss,val_root_mean_squared_error,val_mean_absolute_error
0,0.5628490447998047,0.7502326369285583,0.4297114312648773,0.056771863251924515,0.23826846480369568,0.1867988556623459
1,0.06786548346281052,0.26051005721092224,0.18056923151016235,0.03379940986633301,0.18384616076946259,0.14270851016044617
2,0.042508531361818314,0.20617596805095673,0.13934177160263062,0.02229347825050354,0.14931000769138336,0.12095050513744354
3,0.03334248065948486,0.1825992316007614,0.1255946308374405,0.01548913586884737,0.12445535510778427,0.09748175740242004
4,0.027081968262791634,0.16456599533557892,0.11359083652496338,0.022459065541625023,0.14986349642276764,0.11927326023578644
5,0.021919000893831253,0.14805066585540771,0.10354435443878174,0.017018038779497147,0.1304531991481781,0.10428011417388916
6,0.019517716020345688,0.1397058218717575,0.09768352657556534,0.012264917604625225,0.1107470914721489,0.08645742386579514
7,0.016549959778785706,0.1286466419696808,0.09047070145606995,0.012440701946616173,0.11153789609670639,0.08672783523797989
8,0.014873496256768703,0.12195694446563721,0.08529908210039139,0.025849485769867897,0.160777747631073,0.13428644835948944
9,0.01725613884627819,0.13136261701583862,0.09466096758842468,0.011828238144516945,0.10875770449638367,0.08490628749132156
10,0.013151737861335278,0.11468102782964706,0.08104441314935684,0.00975264422595501,0.09875547885894775,0.0791010633111
11,0.013544394634664059,0.11638038605451584,0.08450643718242645,0.010528074577450752,0.1026064082980156,0.08271189033985138
12,0.010554717853665352,0.10273616015911102,0.07217144221067429,0.010088054463267326,0.10043931007385254,0.0780860185623169
13,0.010811690241098404,0.10397927463054657,0.07384228706359863,0.006889094598591328,0.08300057053565979,0.06508547067642212
14,0.009846162050962448,0.09922783076763153,0.07044720649719238,0.006891832686960697,0.08301706612110138,0.06442210078239441
15,0.008832337334752083,0.09398051351308823,0.06535625457763672,0.010823923163115978,0.10403808206319809,0.07962395995855331
16,0.009425695985555649,0.09708602726459503,0.0691051110625267,0.009569631889462471,0.09782449901103973,0.07812925428152084
17,0.010314174927771091,0.10155873000621796,0.07259264588356018,0.00874416995793581,0.09351027011871338,0.07200415432453156
18,0.010103040374815464,0.10051388293504715,0.0716741606593132,0.007002027239650488,0.08367811888456345,0.06298458576202393
19,0.007581067271530628,0.0870693251490593,0.06068241596221924,0.008901135995984077,0.0943458303809166,0.07410785555839539
20,0.007504706736654043,0.0866297110915184,0.06063741818070412,0.005026224069297314,0.07089586555957794,0.055204302072525024
21,0.0088615408167243,0.09413575381040573,0.06755826622247696,0.004473114386200905,0.06688134372234344,0.05264769867062569
22,0.008213724941015244,0.09062959998846054,0.06427163630723953,0.00468613114207983,0.06845532357692719,0.053004730492830276
23,0.007996676489710808,0.08942414075136185,0.06418034434318542,0.005422448739409447,0.07363727688789368,0.057923030108213425
24,0.007508175913244486,0.08664973080158234,0.06175277382135391,0.0073337191715836525,0.08563713729381561,0.06863029301166534
25,0.006330967415124178,0.07956738024950027,0.05610666424036026,0.004860526416450739,0.06971747428178787,0.05466260761022568
26,0.007869596593081951,0.08871074765920639,0.06328189373016357,0.004849877208471298,0.06964106112718582,0.05377001315355301
27,0.0061089345254004,0.07815967500209808,0.05437817424535751,0.004253583960235119,0.06521950662136078,0.050550054758787155
28,0.006231530103832483,0.07894004136323929,0.055786244571208954,0.003734916914254427,0.06111396476626396,0.04706026241183281
29,0.006179093383252621,0.07860720902681351,0.055882345885038376,0.003427261020988226,0.05854281410574913,0.04592809081077576
30,0.007483297493308783,0.08650605380535126,0.0616934560239315,0.006264123134315014,0.07914621382951736,0.062138188630342484
31,0.007330027874559164,0.08561558276414871,0.060310203582048416,0.004173452500253916,0.06460226327180862,0.05067284777760506
32,0.006444340571761131,0.08027665317058563,0.056254684925079346,0.004814815707504749,0.06938887387514114,0.053898584097623825
33,0.005566589999943972,0.07460958510637283,0.05270001292228699,0.0033493705559521914,0.05787374824285507,0.04609303921461105
34,0.006151564419269562,0.07843191176652908,0.05604580417275429,0.006919574923813343,0.08318398147821426,0.06564067304134369
35,0.007002866826951504,0.08368313312530518,0.05978161096572876,0.004766189958900213,0.06903760135173798,0.053204964846372604
36,0.005147512070834637,0.07174616307020187,0.05041370540857315,0.004323256202042103,0.06575147062540054,0.04931286349892616
37,0.005101167131215334,0.07142245769500732,0.05035276710987091,0.003950911108404398,0.0628562718629837,0.049075402319431305
38,0.005249415058642626,0.0724528506398201,0.05043996870517731,0.004309997893869877,0.065650574862957,0.05136141926050186
39,0.006260656751692295,0.07912430912256241,0.05577090010046959,0.006736838258802891,0.0820782482624054,0.06265030801296234
40,0.00525701604783535,0.07250528037548065,0.05056270584464073,0.007274797651916742,0.08529242128133774,0.06969258189201355
41,0.00509185716509819,0.07135725021362305,0.049937523901462555,0.01118464581668377,0.10575748234987259,0.08571190387010574
42,0.006510559935122728,0.08068804442882538,0.056055136024951935,0.0035357449669390917,0.059462130069732666,0.04652892425656319
43,0.005393532104790211,0.07344067096710205,0.05123130977153778,0.0038246079348027706,0.06184341385960579,0.048820532858371735
44,0.0045568086206912994,0.06750413775444031,0.04730279743671417,0.005230121314525604,0.07231957465410233,0.05644817277789116
45,0.0043768626637756824,0.06615786254405975,0.04593368247151375,0.004747874103486538,0.0689048171043396,0.0545312874019146
46,0.005071762017905712,0.07121630758047104,0.05023559182882309,0.0049304175190627575,0.07021693140268326,0.05530274659395218
47,0.004601008724421263,0.06783073395490646,0.047016166150569916,0.005265710409730673,0.07256521284580231,0.05824965238571167
48,0.004349580965936184,0.06595135480165482,0.045477837324142456,0.004066632129251957,0.06377015262842178,0.0499032698571682
49,0.004754053428769112,0.06894964724779129,0.04850677773356438,0.005334778688848019,0.07303956896066666,0.05818125605583191
50,0.004264102317392826,0.0653000921010971,0.04512761905789375,0.0036249265540391207,0.06020736321806908,0.04679163172841072
51,0.004145883489400148,0.06438853591680527,0.044750865548849106,0.003908655606210232,0.06251924484968185,0.0493343360722065
52,0.0042550708167254925,0.06523090600967407,0.04550230875611305,0.004678922705352306,0.06840264797210693,0.053369224071502686
53,0.004471306223422289,0.06686782836914062,0.04541600123047829,0.002936589065939188,0.05419030413031578,0.04262293130159378
54,0.004537812899798155,0.06736329197883606,0.046434033662080765,0.003890079213306308,0.06237049773335457,0.04837173596024513
55,0.0046417624689638615,0.0681304782629013,0.047769945114851,0.005323430988937616,0.07296184450387955,0.05848250538110733
56,0.004336525686085224,0.06585229933261871,0.04525262862443924,0.0029893317259848118,0.05467478185892105,0.042466677725315094
57,0.004141482524573803,0.06435435265302658,0.044499851763248444,0.004411155823618174,0.06641653180122375,0.05185852199792862
58,0.004663276951760054,0.06828819215297699,0.04764006286859512,0.006543429102748632,0.08089146763086319,0.06291531026363373
59,0.0036402414552867413,0.06033441424369812,0.04132911190390587,0.003949668258428574,0.06284638494253159,0.05001131445169449
60,0.00408197520300746,0.06389033794403076,0.044022124260663986,0.004224780946969986,0.0649983137845993,0.04941313713788986
61,0.004573955200612545,0.06763102114200592,0.04706408083438873,0.003517379518598318,0.05930750072002411,0.04533330723643303
62,0.004461985547095537,0.06679809838533401,0.04662119969725609,0.004826371558010578,0.06947208940982819,0.052633482962846756
63,0.005011994857341051,0.0707954466342926,0.04893968254327774,0.002391980728134513,0.04890787973999977,0.038192640990018845
64,0.003801454324275255,0.061655934900045395,0.04247378930449486,0.005016171373426914,0.07082493603229523,0.05589354783296585
65,0.0036292748991400003,0.06024346500635147,0.04150497913360596,0.002497604116797447,0.049976035952568054,0.03884623199701309
66,0.003717775922268629,0.06097356602549553,0.041887350380420685,0.00352207338437438,0.059347059577703476,0.045938391238451004
67,0.0034849203657358885,0.059033215045928955,0.040874138474464417,0.004527015145868063,0.06728309392929077,0.05107378214597702
68,0.004466309677809477,0.06683045625686646,0.04597891867160797,0.004931154195219278,0.07022217661142349,0.05677682161331177
69,0.003290019230917096,0.05735868960618973,0.03958318382501602,0.002747921273112297,0.05242061987519264,0.040651094168424606
70,0.003536541946232319,0.0594688318669796,0.04094135761260986,0.004666276276111603,0.06831014901399612,0.05260545760393143
71,0.0036692661233246326,0.06057446822524071,0.04202667996287346,0.002346956403926015,0.04844539612531662,0.03891380876302719
72,0.003161413362249732,0.056226447224617004,0.03885829821228981,0.002619085367769003,0.051176998764276505,0.039299365133047104
73,0.0034904072526842356,0.059079669415950775,0.04073048382997513,0.003167071146890521,0.05627673864364624,0.044493403285741806
74,0.003992416895925999,0.06318557262420654,0.04358501732349396,0.008458582684397697,0.09197055548429489,0.0744897648692131
75,0.0037457423750311136,0.06120247021317482,0.042313285171985626,0.004383604042232037,0.06620879471302032,0.05111367627978325
76,0.003182958345860243,0.056417714804410934,0.038710422813892365,0.003357911016792059,0.05794748663902283,0.045047786086797714
77,0.0031204537954181433,0.05586102232336998,0.03823649138212204,0.0036083138547837734,0.060069240629673004,0.04694511368870735
78,0.003489511087536812,0.05907208472490311,0.04093238711357117,0.004458910785615444,0.06677507609128952,0.051129184663295746
79,0.003612469183281064,0.06010381877422333,0.041481807827949524,0.002785308286547661,0.052776020020246506,0.040473777800798416
80,0.003382215043529868,0.0581568144261837,0.03990001231431961,0.004577843938022852,0.06765976548194885,0.052371758967638016
81,0.0034500358160585165,0.05873700603842735,0.040320929139852524,0.003028650302439928,0.05503317341208458,0.04248598590493202
82,0.0035852480214089155,0.0598769411444664,0.0413799062371254,0.003396062646061182,0.058275748044252396,0.0441485270857811
83,0.002819998888298869,0.05310366302728653,0.03602096810936928,0.0033953716047108173,0.058269817382097244,0.04550895467400551
84,0.004107292275875807,0.06408815830945969,0.043192651122808456,0.0024309472646564245,0.04930463805794716,0.03804695978760719
85,0.00292672379873693,0.054099202156066895,0.03686824440956116,0.0023079211823642254,0.048040829598903656,0.03787565976381302
86,0.003648150246590376,0.060399919748306274,0.04128285124897957,0.00282822223380208,0.053181033581495285,0.04090067744255066
87,0.002530604600906372,0.050305113196372986,0.03406420350074768,0.0023954794742166996,0.04894363507628441,0.0379965677857399
88,0.0028115983586758375,0.05302450805902481,0.03635882958769798,0.0021108179353177547,0.04594364017248154,0.03547551855444908
89,0.003703452181071043,0.06085599586367607,0.04201364889740944,0.00381120340898633,0.061734944581985474,0.04771608114242554
90,0.0032887435518205166,0.05734756961464882,0.03961847350001335,0.0028442763723433018,0.053331758826971054,0.041058290749788284
91,0.0026189398486167192,0.05117557942867279,0.03514842689037323,0.002807693788781762,0.05298767611384392,0.04145345836877823
92,0.0029614309314638376,0.054419029504060745,0.036953508853912354,0.0023956196382641792,0.048945069313049316,0.03785546496510506
93,0.0028954888693988323,0.053809747099876404,0.03714422509074211,0.0030895578674972057,0.05558378994464874,0.04284064844250679
94,0.0031700290273875,0.056303009390830994,0.03840292617678642,0.0026590717025101185,0.05156618729233742,0.04008973762392998
95,0.0025754591915756464,0.05074898153543472,0.0343463197350502,0.00495194923132658,0.07037008553743362,0.054117657244205475
96,0.003212140640243888,0.0566757507622242,0.038554031401872635,0.002794601721689105,0.052863992750644684,0.040348030626773834
97,0.0029366000089794397,0.05419040471315384,0.03625456243753433,0.0031160605140030384,0.05582168325781822,0.04447964206337929
